,date,frequency,happiness,timeseries
289,2019-09-26,187255808.0,5.930,/api/v1/timeseries/3/
290,2019-09-27,184362284.0,5.981,/api/v1/timeseries/3/
291,2019-09-28,164943574.0,5.975,/api/v1/timeseries/3/
292,2019-09-29,170005371.0,5.958,/api/v1/timeseries/3/
293,2019-09-30,180322253.0,5.938,/api/v1/timeseries/3/
294,2019-10-01,167096188.0,5.954,/api/v1/timeseries/3/
295,2019-10-02,162763985.0,5.931,/api/v1/timeseries/3/
296,2019-10-03,166766031.0,5.953,/api/v1/timeseries/3/
297,2019-10-04,164643636.0,5.971,/api/v1/timeseries/3/
298,2019-10-05,149585904.0,5.964,/api/v1/timeseries/3/
299,2019-10-06,160493337.0,5.950,/api/v1/timeseries/3/
300,2019-10-07,173771210.0,5.936,/api/v1/timeseries/3/
301,2019-10-08,172626685.0,5.940,/api/v1/timeseries/3/
302,2019-10-09,175531792.0,5.934,/api/v1/timeseries/3/
303,2019-10-10,174542916.0,5.941,/api/v1/timeseries/3/
304,2019-10-11,167770787.0,5.972,/api/v1/timeseries/3/
305,2019-10-12,154272928.0,6.002,/api/v1/timeseries/3/
306,2019-10-13,161796208.0,5.948,/api/v1/timeseries/3/
307,2019-10-14,178007929.0,5.912,/api/v1/timeseries/3/
308,2019-10-15,171480817.0,5.937,/api/v1/timeseries/3/
309,2019-10-16,173001320.0,5.946,/api/v1/timeseries/3/
310,2019-10-17,175556084.0,5.959,/api/v1/timeseries/3/
311,2019-10-18,168554947.0,5.961,/api/v1/timeseries/3/
312,2019-10-19,156142253.0,5.958,/api/v1/timeseries/3/
313,2019-10-20,160117919.0,5.967,/api/v1/timeseries/3/
314,2019-10-21,166543333.0,5.958,/api/v1/timeseries/3/
315,2019-10-22,182417361.0,5.960,/api/v1/timeseries/3/
316,2019-10-23,187193213.0,5.953,/api/v1/timeseries/3/
317,2019-10-24,185366005.0,5.986,/api/v1/timeseries/3/
318,2019-10-25,174513073.0,5.989,/api/v1/timeseries/3/
319,2019-10-26,163004265.0,5.993,/api/v1/timeseries/3/
320,2019-10-27,170608363.0,5.957,/api/v1/timeseries/3/
321,2019-10-28,180278222.0,5.953,/api/v1/timeseries/3/
322,2019-10-29,195284529.0,5.952,/api/v1/timeseries/3/
323,2019-10-30,190721186.0,5.971,/api/v1/timeseries/3/
