,date,frequency,happiness,timeseries
321,2019-10-11,25566072.0,6.094,/api/v1/timeseries/9/
322,2019-10-12,23350686.0,6.131,/api/v1/timeseries/9/
323,2019-10-13,26257629.0,6.069,/api/v1/timeseries/9/
324,2019-10-14,29200281.0,6.072,/api/v1/timeseries/9/
325,2019-10-15,29443521.0,6.079,/api/v1/timeseries/9/
326,2019-10-16,29126313.0,6.063,/api/v1/timeseries/9/
327,2019-10-17,28537691.0,6.056,/api/v1/timeseries/9/
328,2019-10-18,26747591.0,6.058,/api/v1/timeseries/9/
329,2019-10-19,25718084.0,6.068,/api/v1/timeseries/9/
330,2019-10-20,27269294.0,6.053,/api/v1/timeseries/9/
331,2019-10-21,29653381.0,6.055,/api/v1/timeseries/9/
332,2019-10-22,32701099.0,6.044,/api/v1/timeseries/9/
333,2019-10-23,35252007.0,6.059,/api/v1/timeseries/9/
334,2019-10-24,31459733.0,6.062,/api/v1/timeseries/9/
335,2019-10-25,28900403.0,6.052,/api/v1/timeseries/9/
336,2019-10-26,27545804.0,6.069,/api/v1/timeseries/9/
337,2019-10-27,29596523.0,6.065,/api/v1/timeseries/9/
338,2019-10-28,32014184.0,6.072,/api/v1/timeseries/9/
339,2019-10-29,33725064.0,6.053,/api/v1/timeseries/9/
340,2019-10-30,36436150.0,5.982,/api/v1/timeseries/9/
341,2019-10-31,33423944.0,6.026,/api/v1/timeseries/9/
342,2019-11-01,30016004.0,6.052,/api/v1/timeseries/9/
343,2019-11-02,29136756.0,6.059,/api/v1/timeseries/9/
344,2019-11-03,33604133.0,6.041,/api/v1/timeseries/9/
345,2019-11-04,32561391.0,6.049,/api/v1/timeseries/9/
346,2019-11-05,32188270.0,6.053,/api/v1/timeseries/9/
347,2019-11-06,31877223.0,6.050,/api/v1/timeseries/9/
348,2019-11-07,35315823.0,6.006,/api/v1/timeseries/9/
349,2019-11-08,34454099.0,6.003,/api/v1/timeseries/9/
350,2019-11-09,32479657.0,6.006,/api/v1/timeseries/9/
351,2019-11-10,32237633.0,6.038,/api/v1/timeseries/9/
352,2019-11-11,33285276.0,6.050,/api/v1/timeseries/9/
353,2019-11-12,32988706.0,6.059,/api/v1/timeseries/9/
354,2019-11-13,34482928.0,6.024,/api/v1/timeseries/9/
355,2019-11-14,31080666.0,6.066,/api/v1/timeseries/9/
356,2019-11-15,28793848.0,6.098,/api/v1/timeseries/9/
357,2019-11-16,27230476.0,6.071,/api/v1/timeseries/9/
358,2019-11-17,31764443.0,6.069,/api/v1/timeseries/9/
359,2019-11-18,30344736.0,6.066,/api/v1/timeseries/9/
360,2019-11-19,30630320.0,6.055,/api/v1/timeseries/9/
361,2019-11-20,32121462.0,6.045,/api/v1/timeseries/9/
362,2019-11-21,31192606.0,6.033,/api/v1/timeseries/9/
363,2019-11-22,30654338.0,6.069,/api/v1/timeseries/9/
364,2019-11-23,30651354.0,6.082,/api/v1/timeseries/9/
365,2019-11-24,32916902.0,6.090,/api/v1/timeseries/9/
366,2019-11-25,32054226.0,6.074,/api/v1/timeseries/9/
367,2019-11-26,31861270.0,6.064,/api/v1/timeseries/9/
368,2019-11-27,32921341.0,6.071,/api/v1/timeseries/9/
369,2019-11-28,30985277.0,6.080,/api/v1/timeseries/9/
370,2019-11-29,26899301.0,6.084,/api/v1/timeseries/9/
371,2019-11-30,27438817.0,6.100,/api/v1/timeseries/9/
372,2019-12-01,29342331.0,6.094,/api/v1/timeseries/9/
373,2019-12-02,31415143.0,6.079,/api/v1/timeseries/9/
374,2019-12-03,32107630.0,6.077,/api/v1/timeseries/9/
375,2019-12-04,33595049.0,6.066,/api/v1/timeseries/9/
376,2019-12-05,31903315.0,6.064,/api/v1/timeseries/9/
377,2019-12-06,28824403.0,6.079,/api/v1/timeseries/9/
378,2019-12-07,24888385.0,6.092,/api/v1/timeseries/9/
379,2019-12-08,28482953.0,6.062,/api/v1/timeseries/9/
380,2019-12-09,31657375.0,6.080,/api/v1/timeseries/9/
381,2019-12-10,32006506.0,6.071,/api/v1/timeseries/9/
382,2019-12-11,31303732.0,6.092,/api/v1/timeseries/9/
383,2019-12-12,31107050.0,6.113,/api/v1/timeseries/9/
384,2019-12-13,29735237.0,6.119,/api/v1/timeseries/9/
385,2019-12-14,26542139.0,6.111,/api/v1/timeseries/9/
386,2019-12-15,26585364.0,6.096,/api/v1/timeseries/9/
387,2019-12-16,29638968.0,6.095,/api/v1/timeseries/9/
388,2019-12-17,31325710.0,6.087,/api/v1/timeseries/9/
389,2019-12-18,29990945.0,6.091,/api/v1/timeseries/9/
390,2019-12-19,30584854.0,6.091,/api/v1/timeseries/9/
391,2019-12-20,28660781.0,6.104,/api/v1/timeseries/9/
392,2019-12-21,28382392.0,6.090,/api/v1/timeseries/9/
393,2019-12-22,26534071.0,6.093,/api/v1/timeseries/9/
394,2019-12-23,28775435.0,6.114,/api/v1/timeseries/9/
395,2019-12-24,27228907.0,6.220,/api/v1/timeseries/9/
396,2019-12-25,25908314.0,6.189,/api/v1/timeseries/9/
397,2019-12-26,29013759.0,6.104,/api/v1/timeseries/9/
398,2019-12-27,28888842.0,6.086,/api/v1/timeseries/9/
399,2019-12-28,26826274.0,6.095,/api/v1/timeseries/9/
400,2019-12-29,28026868.0,6.117,/api/v1/timeseries/9/
401,2019-12-30,29256375.0,6.103,/api/v1/timeseries/9/
402,2019-12-31,26237836.0,6.153,/api/v1/timeseries/9/
403,2020-01-01,25129785.0,6.153,/api/v1/timeseries/9/
404,2020-01-02,31926174.0,6.113,/api/v1/timeseries/9/
492,2020-01-03,36076839.0,5.957,/api/v1/timeseries/9/
405,2020-01-04,30674659.0,6.056,/api/v1/timeseries/9/
406,2020-01-05,31011978.0,6.092,/api/v1/timeseries/9/
407,2020-01-06,32682895.0,6.090,/api/v1/timeseries/9/
408,2020-01-07,33135844.0,6.082,/api/v1/timeseries/9/
409,2020-01-08,32842398.0,6.094,/api/v1/timeseries/9/
410,2020-01-09,33292606.0,6.103,/api/v1/timeseries/9/
411,2020-01-10,29665945.0,6.100,/api/v1/timeseries/9/
412,2020-01-11,27575207.0,6.095,/api/v1/timeseries/9/
413,2020-01-12,28858239.0,6.096,/api/v1/timeseries/9/
